,Date,Time,LEVEL,WSE_ft,TEMPERATURE
17528,4/1/2019 0:00,13:45:00,0.94,9.347,19.7
17529,4/1/2019 0:00,14:00:00,0.937,9.344,19.8
17530,4/1/2019 0:00,14:15:00,0.938,9.345,19.9
17531,4/1/2019 0:00,14:30:00,0.938,9.345,20.1
17532,4/1/2019 0:00,14:45:00,0.936,9.343,20.2
17533,4/1/2019 0:00,15:00:00,0.938,9.345,20.3
17534,4/1/2019 0:00,15:15:00,0.942,9.349,20.3
17535,4/1/2019 0:00,15:30:00,0.942,9.349,20.3
17536,4/1/2019 0:00,15:45:00,0.946,9.353,20.4
17537,4/1/2019 0:00,16:00:00,0.943,9.35,20.4
17538,4/1/2019 0:00,16:15:00,0.945,9.352,20.4
17539,4/1/2019 0:00,16:30:00,0.944,9.351,20.4
17540,4/1/2019 0:00,16:45:00,0.943,9.35,20.4
17541,4/1/2019 0:00,17:00:00,0.942,9.349,20.4
17542,4/1/2019 0:00,17:15:00,0.939,9.346,20.4
17543,4/1/2019 0:00,17:30:00,0.941,9.348,20.4
17544,4/1/2019 0:00,17:45:00,0.944,9.351,20.3
17545,4/1/2019 0:00,18:00:00,0.943,9.35,20.2
17546,4/1/2019 0:00,18:15:00,0.943,9.35,20.1
17547,4/1/2019 0:00,18:30:00,0.942,9.349,20
17548,4/1/2019 0:00,18:45:00,0.946,9.353,19.9
17549,4/1/2019 0:00,19:00:00,0.944,9.351,19.9
17550,4/1/2019 0:00,19:15:00,0.943,9.35,19.8
17551,4/1/2019 0:00,19:30:00,0.941,9.348,19.7
17552,4/1/2019 0:00,19:45:00,0.946,9.353,19.6
17553,4/1/2019 0:00,20:00:00,0.943,9.35,19.5
17554,4/1/2019 0:00,20:15:00,0.945,9.352,19.4
17555,4/1/2019 0:00,20:30:00,0.943,9.35,19.3
17556,4/1/2019 0:00,20:45:00,0.943,9.35,19.2
17557,4/1/2019 0:00,21:00:00,0.941,9.348,19.1
17558,4/1/2019 0:00,21:15:00,0.943,9.35,19
17559,4/1/2019 0:00,21:30:00,0.937,9.344,18.8
17560,4/1/2019 0:00,21:45:00,0.936,9.343,18.7
17561,4/1/2019 0:00,22:00:00,0.936,9.343,18.5
17562,4/1/2019 0:00,22:15:00,0.933,9.34,18.3
17563,4/1/2019 0:00,22:30:00,0.931,9.338,18.1
17564,4/1/2019 0:00,22:45:00,0.932,9.339,17.9
17565,4/1/2019 0:00,23:00:00,0.93,9.337,17.7
17566,4/1/2019 0:00,23:15:00,0.929,9.336,17.5
17567,4/1/2019 0:00,23:30:00,0.929,9.336,17.4
17568,4/1/2019 0:00,23:45:00,0.928,9.335,17.2
17569,4/2/2019 0:00,0:00:00,0.926,9.333,17.1
17570,4/2/2019 0:00,0:15:00,0.925,9.332,16.9
17571,4/2/2019 0:00,0:30:00,0.927,9.334,16.8
17572,4/2/2019 0:00,0:45:00,0.923,9.33,16.7
17573,4/2/2019 0:00,1:00:00,0.923,9.33,16.6
17574,4/2/2019 0:00,1:15:00,0.923,9.33,16.5
17575,4/2/2019 0:00,1:30:00,0.922,9.329,16.4
17576,4/2/2019 0:00,1:45:00,0.924,9.331,16.3
17577,4/2/2019 0:00,2:00:00,0.922,9.329,16.2
17578,4/2/2019 0:00,2:15:00,0.92,9.327,16.2
17579,4/2/2019 0:00,2:30:00,0.922,9.329,16.1
17580,4/2/2019 0:00,2:45:00,0.923,9.33,16.1
17581,4/2/2019 0:00,3:00:00,0.924,9.331,16
17582,4/2/2019 0:00,3:15:00,0.92,9.327,16
17583,4/2/2019 0:00,3:30:00,0.92,9.327,16
17584,4/2/2019 0:00,3:45:00,0.923,9.33,15.9
17585,4/2/2019 0:00,4:00:00,0.919,9.326,15.9
17586,4/2/2019 0:00,4:15:00,0.921,9.328,15.8
17587,4/2/2019 0:00,4:30:00,0.92,9.327,15.7
17588,4/2/2019 0:00,4:45:00,0.92,9.327,15.7
17589,4/2/2019 0:00,5:00:00,0.919,9.326,15.6
17590,4/2/2019 0:00,5:15:00,0.918,9.325,15.5
17591,4/2/2019 0:00,5:30:00,0.917,9.324,15.5
17592,4/2/2019 0:00,5:45:00,0.919,9.326,15.4
17593,4/2/2019 0:00,6:00:00,0.915,9.322,15.3
17594,4/2/2019 0:00,6:15:00,0.922,9.329,15.3
17595,4/2/2019 0:00,6:30:00,0.918,9.325,15.2
17596,4/2/2019 0:00,6:45:00,0.914,9.321,15.2
17597,4/2/2019 0:00,7:00:00,0.917,9.324,15.2
17598,4/2/2019 0:00,7:15:00,0.917,9.324,15.3
17599,4/2/2019 0:00,7:30:00,0.918,9.325,15.3
17600,4/2/2019 0:00,7:45:00,0.922,9.329,15.4
17601,4/2/2019 0:00,8:00:00,0.922,9.329,15.4
17602,4/2/2019 0:00,8:15:00,0.922,9.329,15.5
17603,4/2/2019 0:00,8:30:00,0.92,9.327,15.7
17604,4/2/2019 0:00,8:45:00,0.919,9.326,15.8
17605,4/2/2019 0:00,9:00:00,0.923,9.33,16
17606,4/2/2019 0:00,9:15:00,0.915,9.322,16.3
17607,4/2/2019 0:00,9:30:00,0.922,9.329,16.5
17608,4/2/2019 0:00,9:45:00,0.922,9.329,16.7
17609,4/2/2019 0:00,10:00:00,0.921,9.328,17
17610,4/2/2019 0:00,10:15:00,0.923,9.33,17.2
17611,4/2/2019 0:00,10:30:00,0.923,9.33,17.5
17612,4/2/2019 0:00,10:45:00,0.925,9.332,17.8
17613,4/2/2019 0:00,11:00:00,0.926,9.333,18
17614,4/2/2019 0:00,11:15:00,0.926,9.333,18.4
17615,4/2/2019 0:00,11:30:00,0.926,9.333,18.7
17616,4/2/2019 0:00,11:45:00,0.93,9.337,19
17617,4/2/2019 0:00,12:00:00,0.926,9.333,19.4
17618,4/2/2019 0:00,12:15:00,0.933,9.34,20
17619,4/2/2019 0:00,12:30:00,0.932,9.339,20
17620,4/2/2019 0:00,12:45:00,0.929,9.336,20
17621,4/2/2019 0:00,13:00:00,0.931,9.338,20
17622,4/2/2019 0:00,13:15:00,0.933,9.34,20.2
17623,4/2/2019 0:00,13:30:00,0.937,9.344,20.4
17624,4/2/2019 0:00,13:45:00,0.932,9.339,20.6
17625,4/2/2019 0:00,14:00:00,0.936,9.343,20.8
17626,4/2/2019 0:00,14:15:00,0.939,9.346,20.9
17627,4/2/2019 0:00,14:30:00,0.936,9.343,21.1
17628,4/2/2019 0:00,14:45:00,0.936,9.343,21.2
17629,4/2/2019 0:00,15:00:00,0.938,9.345,21.3
17630,4/2/2019 0:00,15:15:00,0.94,9.347,21.4
17631,4/2/2019 0:00,15:30:00,0.942,9.349,21.5
17632,4/2/2019 0:00,15:45:00,0.941,9.348,21.6
17633,4/2/2019 0:00,16:00:00,0.941,9.348,21.6
17634,4/2/2019 0:00,16:15:00,0.939,9.346,21.7
17635,4/2/2019 0:00,16:30:00,0.936,9.343,21.7
17636,4/2/2019 0:00,16:45:00,0.945,9.352,21.8
17637,4/2/2019 0:00,17:00:00,0.941,9.348,21.8
17638,4/2/2019 0:00,17:15:00,0.936,9.343,21.8
17639,4/2/2019 0:00,17:30:00,0.942,9.349,21.8
17640,4/2/2019 0:00,17:45:00,0.937,9.344,21.7
17641,4/2/2019 0:00,18:00:00,0.94,9.347,21.6
17642,4/2/2019 0:00,18:15:00,0.939,9.346,21.6
17643,4/2/2019 0:00,18:30:00,0.937,9.344,21.5
17644,4/2/2019 0:00,18:45:00,0.94,9.347,21.5
17645,4/2/2019 0:00,19:00:00,0.934,9.341,21.3
17646,4/2/2019 0:00,19:15:00,0.933,9.34,21.2
17647,4/2/2019 0:00,19:30:00,0.934,9.341,21
17648,4/2/2019 0:00,19:45:00,0.932,9.339,20.9
17649,4/2/2019 0:00,20:00:00,0.93,9.337,20.7
17650,4/2/2019 0:00,20:15:00,0.929,9.336,20.4
17651,4/2/2019 0:00,20:30:00,0.924,9.331,20.3
17652,4/2/2019 0:00,20:45:00,0.925,9.332,20.1
17653,4/2/2019 0:00,21:00:00,0.923,9.33,19.9
17654,4/2/2019 0:00,21:15:00,0.919,9.326,19.7
17655,4/2/2019 0:00,21:30:00,0.919,9.326,19.5
17656,4/2/2019 0:00,21:45:00,0.918,9.325,19.4
17657,4/2/2019 0:00,22:00:00,0.917,9.324,19.3
17658,4/2/2019 0:00,22:15:00,0.916,9.323,19.1
17659,4/2/2019 0:00,22:30:00,0.917,9.324,18.9
17660,4/2/2019 0:00,22:45:00,0.912,9.319,18.6
17661,4/2/2019 0:00,23:00:00,0.911,9.318,18.4
17662,4/2/2019 0:00,23:15:00,0.909,9.316,18.2
17663,4/2/2019 0:00,23:30:00,0.908,9.315,18
17664,4/2/2019 0:00,23:45:00,0.908,9.315,17.9
17665,4/3/2019 0:00,0:00:00,0.907,9.314,17.7
17666,4/3/2019 0:00,0:15:00,0.907,9.314,17.6
17667,4/3/2019 0:00,0:30:00,0.908,9.315,17.5
17668,4/3/2019 0:00,0:45:00,0.903,9.31,17.4
17669,4/3/2019 0:00,1:00:00,0.906,9.313,17.2
17670,4/3/2019 0:00,1:15:00,0.904,9.311,17
17671,4/3/2019 0:00,1:30:00,0.905,9.312,16.9
17672,4/3/2019 0:00,1:45:00,0.904,9.311,16.8
17673,4/3/2019 0:00,2:00:00,0.904,9.311,16.7
17674,4/3/2019 0:00,2:15:00,0.903,9.31,16.6
17675,4/3/2019 0:00,2:30:00,0.9,9.307,16.4
17676,4/3/2019 0:00,2:45:00,0.901,9.308,16.3
17677,4/3/2019 0:00,3:00:00,0.902,9.309,16.2
17678,4/3/2019 0:00,3:15:00,0.9,9.307,16.2
17679,4/3/2019 0:00,3:30:00,0.899,9.306,16.1
17680,4/3/2019 0:00,3:45:00,0.898,9.305,16
17681,4/3/2019 0:00,4:00:00,0.899,9.306,15.9
17682,4/3/2019 0:00,4:15:00,0.899,9.306,15.8
17683,4/3/2019 0:00,4:30:00,0.897,9.304,15.7
17684,4/3/2019 0:00,4:45:00,0.898,9.305,15.6
17685,4/3/2019 0:00,5:00:00,0.897,9.304,15.5
17686,4/3/2019 0:00,5:15:00,0.896,9.303,15.5
17687,4/3/2019 0:00,5:30:00,0.893,9.3,15.4
17688,4/3/2019 0:00,5:45:00,0.892,9.299,15.3
17689,4/3/2019 0:00,6:00:00,0.894,9.301,15.2
17690,4/3/2019 0:00,6:15:00,0.894,9.301,15.1
17691,4/3/2019 0:00,6:30:00,0.893,9.3,15
17692,4/3/2019 0:00,6:45:00,0.89,9.297,14.9
17693,4/3/2019 0:00,7:00:00,0.891,9.298,14.9
17694,4/3/2019 0:00,7:15:00,0.89,9.297,14.9
17695,4/3/2019 0:00,7:30:00,0.895,9.302,15
17696,4/3/2019 0:00,7:45:00,0.898,9.305,15.1
17697,4/3/2019 0:00,8:00:00,0.899,9.306,15.2
17698,4/3/2019 0:00,8:15:00,0.901,9.308,15.3
17699,4/3/2019 0:00,8:30:00,0.895,9.302,15.4
17700,4/3/2019 0:00,8:45:00,0.898,9.305,15.5
17701,4/3/2019 0:00,9:00:00,0.897,9.304,15.7
17702,4/3/2019 0:00,9:15:00,0.894,9.301,15.9
17703,4/3/2019 0:00,9:30:00,0.898,9.305,16.1
17704,4/3/2019 0:00,9:45:00,0.898,9.305,16.3
17705,4/3/2019 0:00,10:00:00,0.896,9.303,16.5
17706,4/3/2019 0:00,10:15:00,0.899,9.306,16.8
17707,4/3/2019 0:00,10:30:00,0.9,9.307,17.1
17708,4/3/2019 0:00,10:45:00,0.903,9.31,17.4
17709,4/3/2019 0:00,11:00:00,0.903,9.31,17.8
17710,4/3/2019 0:00,11:15:00,0.902,9.309,18.1
17711,4/3/2019 0:00,11:30:00,0.905,9.312,18.4
17712,4/3/2019 0:00,11:45:00,0.909,9.316,18.6
17713,4/3/2019 0:00,12:00:00,0.909,9.316,18.9
17714,4/3/2019 0:00,12:15:00,0.909,9.316,19.2
17715,4/3/2019 0:00,12:30:00,0.912,9.319,19.4
17716,4/3/2019 0:00,12:45:00,0.913,9.32,19.6
17717,4/3/2019 0:00,13:00:00,0.909,9.316,19.7
17718,4/3/2019 0:00,13:15:00,0.911,9.318,19.9
17719,4/3/2019 0:00,13:30:00,0.912,9.319,20
17720,4/3/2019 0:00,13:45:00,0.914,9.321,20.1
17721,4/3/2019 0:00,14:00:00,0.908,9.315,20.2
17722,4/3/2019 0:00,14:15:00,0.914,9.321,20.3
17723,4/3/2019 0:00,14:30:00,0.909,9.316,20.5
17724,4/3/2019 0:00,14:45:00,0.911,9.318,20.6
17725,4/3/2019 0:00,15:00:00,0.911,9.318,20.7
17726,4/3/2019 0:00,15:15:00,0.913,9.32,20.8
17727,4/3/2019 0:00,15:30:00,0.912,9.319,20.9
17728,4/3/2019 0:00,15:45:00,0.913,9.32,21
17729,4/3/2019 0:00,16:00:00,0.915,9.322,21.1
17730,4/3/2019 0:00,16:15:00,0.914,9.321,21.1
17731,4/3/2019 0:00,16:30:00,0.914,9.321,21.2
17732,4/3/2019 0:00,16:45:00,0.917,9.324,21.2
17733,4/3/2019 0:00,17:00:00,0.916,9.323,21.2
17734,4/3/2019 0:00,17:15:00,0.913,9.32,21.2
17735,4/3/2019 0:00,17:30:00,0.914,9.321,21.2
17736,4/3/2019 0:00,17:45:00,0.914,9.321,21.2
17737,4/3/2019 0:00,18:00:00,0.913,9.32,21.2
17738,4/3/2019 0:00,18:15:00,0.915,9.322,21.2
17739,4/3/2019 0:00,18:30:00,0.915,9.322,21.2
17740,4/3/2019 0:00,18:45:00,0.916,9.323,21.2
17741,4/3/2019 0:00,19:00:00,0.913,9.32,21.1
17742,4/3/2019 0:00,19:15:00,0.916,9.323,21
17743,4/3/2019 0:00,19:30:00,0.916,9.323,20.9
17744,4/3/2019 0:00,19:45:00,0.911,9.318,20.8
17745,4/3/2019 0:00,20:00:00,0.91,9.317,20.7
17746,4/3/2019 0:00,20:15:00,0.908,9.315,20.6
17747,4/3/2019 0:00,20:30:00,0.906,9.313,20.5
17748,4/3/2019 0:00,20:45:00,0.91,9.317,20.3
17749,4/3/2019 0:00,21:00:00,0.906,9.313,20.2
17750,4/3/2019 0:00,21:15:00,0.905,9.312,20.1
17751,4/3/2019 0:00,21:30:00,0.903,9.31,20
17752,4/3/2019 0:00,21:45:00,0.904,9.311,19.9
17753,4/3/2019 0:00,22:00:00,0.904,9.311,19.8
17754,4/3/2019 0:00,22:15:00,0.9,9.307,19.7
17755,4/3/2019 0:00,22:30:00,0.899,9.306,19.6
17756,4/3/2019 0:00,22:45:00,0.899,9.306,19.5
17757,4/3/2019 0:00,23:00:00,0.901,9.308,19.4
17758,4/3/2019 0:00,23:15:00,0.901,9.308,19.3
17759,4/3/2019 0:00,23:30:00,0.897,9.304,19.2
17760,4/3/2019 0:00,23:45:00,0.898,9.305,19.1
17761,4/4/2019 0:00,0:00:00,0.893,9.3,19
17762,4/4/2019 0:00,0:15:00,0.892,9.299,18.8
17763,4/4/2019 0:00,0:30:00,0.895,9.302,18.7
17764,4/4/2019 0:00,0:45:00,0.893,9.3,18.6
17765,4/4/2019 0:00,1:00:00,0.894,9.301,18.5
17766,4/4/2019 0:00,1:15:00,0.893,9.3,18.4
17767,4/4/2019 0:00,1:30:00,0.894,9.301,18.3
17768,4/4/2019 0:00,1:45:00,0.892,9.299,18.2
17769,4/4/2019 0:00,2:00:00,0.893,9.3,18.1
17770,4/4/2019 0:00,2:15:00,0.893,9.3,18
17771,4/4/2019 0:00,2:30:00,0.89,9.297,17.9
17772,4/4/2019 0:00,2:45:00,0.888,9.295,17.8
17773,4/4/2019 0:00,3:00:00,0.889,9.296,17.8
17774,4/4/2019 0:00,3:15:00,0.89,9.297,17.7
17775,4/4/2019 0:00,3:30:00,0.886,9.293,17.6
17776,4/4/2019 0:00,3:45:00,0.889,9.296,17.6
17777,4/4/2019 0:00,4:00:00,0.889,9.296,17.5
17778,4/4/2019 0:00,4:15:00,0.885,9.292,17.4
17779,4/4/2019 0:00,4:30:00,0.888,9.295,17.4
17780,4/4/2019 0:00,4:45:00,0.887,9.294,17.3
17781,4/4/2019 0:00,5:00:00,0.888,9.295,17.3
17782,4/4/2019 0:00,5:15:00,0.885,9.292,17.2
17783,4/4/2019 0:00,5:30:00,0.884,9.291,17.2
17784,4/4/2019 0:00,5:45:00,0.883,9.29,17.1
17785,4/4/2019 0:00,6:00:00,0.885,9.292,17.1
17786,4/4/2019 0:00,6:15:00,0.881,9.288,17
17787,4/4/2019 0:00,6:30:00,0.883,9.29,17
17788,4/4/2019 0:00,6:45:00,0.884,9.291,16.9
17789,4/4/2019 0:00,7:00:00,0.884,9.291,16.9
17790,4/4/2019 0:00,7:15:00,0.885,9.292,16.9
17791,4/4/2019 0:00,7:30:00,0.881,9.288,16.8
17792,4/4/2019 0:00,7:45:00,0.882,9.289,16.8
17793,4/4/2019 0:00,8:00:00,0.885,9.292,16.8
17794,4/4/2019 0:00,8:15:00,0.884,9.291,16.8
17795,4/4/2019 0:00,8:30:00,0.882,9.289,16.9
17796,4/4/2019 0:00,8:45:00,0.883,9.29,16.9
17797,4/4/2019 0:00,9:00:00,0.881,9.288,17
17798,4/4/2019 0:00,9:15:00,0.886,9.293,17
17799,4/4/2019 0:00,9:30:00,0.885,9.292,17
17800,4/4/2019 0:00,9:45:00,0.882,9.289,17
17801,4/4/2019 0:00,10:00:00,0.887,9.294,17
17802,4/4/2019 0:00,10:15:00,0.879,9.286,17
17803,4/4/2019 0:00,10:30:00,0.882,9.289,17.1
17804,4/4/2019 0:00,10:45:00,0.885,9.292,17.2
17805,4/4/2019 0:00,11:00:00,0.884,9.291,17.3
17806,4/4/2019 0:00,11:15:00,0.884,9.291,17.7
17807,4/4/2019 0:00,11:30:00,0.882,9.289,17.9
17808,4/4/2019 0:00,11:45:00,0.884,9.291,18.1
17809,4/4/2019 0:00,12:00:00,0.883,9.29,18.4
17810,4/4/2019 0:00,12:15:00,0.884,9.291,18.6
17811,4/4/2019 0:00,12:30:00,0.89,9.297,18.8
17812,4/4/2019 0:00,12:45:00,0.89,9.297,19
17813,4/4/2019 0:00,13:00:00,0.89,9.297,19.1
17814,4/4/2019 0:00,13:15:00,0.89,9.297,19.2
17815,4/4/2019 0:00,13:30:00,0.892,9.299,19.3
17816,4/4/2019 0:00,13:45:00,0.893,9.3,19.4
17817,4/4/2019 0:00,14:00:00,0.895,9.302,19.6
17818,4/4/2019 0:00,14:15:00,0.896,9.303,19.7
17819,4/4/2019 0:00,14:30:00,0.895,9.302,19.8
17820,4/4/2019 0:00,14:45:00,0.896,9.303,19.8
17821,4/4/2019 0:00,15:00:00,0.894,9.301,19.9
17822,4/4/2019 0:00,15:15:00,0.892,9.299,19.9
17823,4/4/2019 0:00,15:30:00,0.891,9.298,19.9
17824,4/4/2019 0:00,15:45:00,0.891,9.298,20
17825,4/4/2019 0:00,16:00:00,0.894,9.301,20.1
17826,4/4/2019 0:00,16:15:00,0.891,9.298,20.3
17827,4/4/2019 0:00,16:30:00,0.895,9.302,20.4
17828,4/4/2019 0:00,16:45:00,0.895,9.302,20.5
17829,4/4/2019 0:00,17:00:00,0.895,9.302,20.6
17830,4/4/2019 0:00,17:15:00,0.898,9.305,20.6
17831,4/4/2019 0:00,17:30:00,0.896,9.303,20.6
17832,4/4/2019 0:00,17:45:00,0.898,9.305,20.7
17833,4/4/2019 0:00,18:00:00,0.898,9.305,20.7
17834,4/4/2019 0:00,18:15:00,0.895,9.302,20.7
17835,4/4/2019 0:00,18:30:00,0.897,9.304,20.6
17836,4/4/2019 0:00,18:45:00,0.894,9.301,20.6
17837,4/4/2019 0:00,19:00:00,0.892,9.299,20.5
17838,4/4/2019 0:00,19:15:00,0.892,9.299,20.4
17839,4/4/2019 0:00,19:30:00,0.891,9.298,20.3
17840,4/4/2019 0:00,19:45:00,0.889,9.296,20.2
17841,4/4/2019 0:00,20:00:00,0.892,9.299,20.1
17842,4/4/2019 0:00,20:15:00,0.892,9.299,20
17843,4/4/2019 0:00,20:30:00,0.89,9.297,19.9
17844,4/4/2019 0:00,20:45:00,0.891,9.298,19.9
17845,4/4/2019 0:00,21:00:00,0.888,9.295,19.8
17846,4/4/2019 0:00,21:15:00,0.887,9.294,19.7
17847,4/4/2019 0:00,21:30:00,0.886,9.293,19.7
17848,4/4/2019 0:00,21:45:00,0.888,9.295,19.6
17849,4/4/2019 0:00,22:00:00,0.888,9.295,19.5
17850,4/4/2019 0:00,22:15:00,0.885,9.292,19.5
17851,4/4/2019 0:00,22:30:00,0.885,9.292,19.4
17852,4/4/2019 0:00,22:45:00,0.884,9.291,19.3
17853,4/4/2019 0:00,23:00:00,0.885,9.292,19.2
17854,4/4/2019 0:00,23:15:00,0.883,9.29,19.1
17855,4/4/2019 0:00,23:30:00,0.883,9.29,19
17856,4/4/2019 0:00,23:45:00,0.881,9.288,18.9
17857,4/5/2019 0:00,0:00:00,0.879,9.286,18.8
17858,4/5/2019 0:00,0:15:00,0.883,9.29,18.8
17859,4/5/2019 0:00,0:30:00,0.878,9.285,18.7
17860,4/5/2019 0:00,0:45:00,0.88,9.287,18.6
17861,4/5/2019 0:00,1:00:00,0.878,9.285,18.5
17862,4/5/2019 0:00,1:15:00,0.878,9.285,18.4
17863,4/5/2019 0:00,1:30:00,0.877,9.284,18.3
17864,4/5/2019 0:00,1:45:00,0.876,9.283,18.3
17865,4/5/2019 0:00,2:00:00,0.875,9.282,18.2
17866,4/5/2019 0:00,2:15:00,0.877,9.284,18.1
17867,4/5/2019 0:00,2:30:00,0.876,9.283,18
17868,4/5/2019 0:00,2:45:00,0.872,9.279,17.9
17869,4/5/2019 0:00,3:00:00,0.873,9.28,17.9
17870,4/5/2019 0:00,3:15:00,0.873,9.28,17.8
17871,4/5/2019 0:00,3:30:00,0.872,9.279,17.7
17872,4/5/2019 0:00,3:45:00,0.872,9.279,17.6
17873,4/5/2019 0:00,4:00:00,0.868,9.275,17.5
17874,4/5/2019 0:00,4:15:00,0.871,9.278,17.4
17875,4/5/2019 0:00,4:30:00,0.87,9.277,17.2
17876,4/5/2019 0:00,4:45:00,0.867,9.274,17.1
17877,4/5/2019 0:00,5:00:00,0.864,9.271,17
17878,4/5/2019 0:00,5:15:00,0.865,9.272,16.8
17879,4/5/2019 0:00,5:30:00,0.863,9.27,16.7
17880,4/5/2019 0:00,5:45:00,0.865,9.272,16.6
17881,4/5/2019 0:00,6:00:00,0.86,9.267,16.5
17882,4/5/2019 0:00,6:15:00,0.864,9.271,16.4
17883,4/5/2019 0:00,6:30:00,0.861,9.268,16.3
17884,4/5/2019 0:00,6:45:00,0.861,9.268,16.1
17885,4/5/2019 0:00,7:00:00,0.855,9.262,16
17886,4/5/2019 0:00,7:15:00,0.858,9.265,16
17887,4/5/2019 0:00,7:30:00,0.862,9.269,15.9
17888,4/5/2019 0:00,7:45:00,0.86,9.267,16
17889,4/5/2019 0:00,8:00:00,0.864,9.271,16
17890,4/5/2019 0:00,8:15:00,0.863,9.27,16.1
17891,4/5/2019 0:00,8:30:00,0.865,9.272,16.2
17892,4/5/2019 0:00,8:45:00,0.867,9.274,16.4
17893,4/5/2019 0:00,9:00:00,0.868,9.275,16.7
17894,4/5/2019 0:00,9:15:00,0.863,9.27,16.9
17895,4/5/2019 0:00,9:30:00,0.865,9.272,17.1
17896,4/5/2019 0:00,9:45:00,0.865,9.272,17.4
17897,4/5/2019 0:00,10:00:00,0.868,9.275,17.5
17898,4/5/2019 0:00,10:15:00,0.866,9.273,17.6
17899,4/5/2019 0:00,10:30:00,0.862,9.269,17.8
17900,4/5/2019 0:00,10:45:00,0.865,9.272,17.8
17901,4/5/2019 0:00,11:00:00,0.865,9.272,17.8
17902,4/5/2019 0:00,11:15:00,0.872,9.279,17.8
17903,4/5/2019 0:00,11:30:00,0.865,9.272,17.9
17904,4/5/2019 0:00,11:45:00,0.866,9.273,18
17905,4/5/2019 0:00,12:00:00,0.87,9.277,18.2
17906,4/5/2019 0:00,12:15:00,0.869,9.276,18.6
17907,4/5/2019 0:00,12:30:00,0.872,9.279,18.7
17908,4/5/2019 0:00,12:45:00,0.869,9.276,18.9
17909,4/5/2019 0:00,13:00:00,0.87,9.277,19.2
17910,4/5/2019 0:00,13:15:00,0.871,9.278,19.4
17911,4/5/2019 0:00,13:30:00,0.878,9.285,19.4
17912,4/5/2019 0:00,13:45:00,0.878,9.285,19.4
17913,4/5/2019 0:00,14:00:00,0.873,9.28,19.5
17914,4/5/2019 0:00,14:15:00,0.874,9.281,19.5
17915,4/5/2019 0:00,14:30:00,0.874,9.281,19.6
17916,4/5/2019 0:00,14:45:00,0.876,9.283,19.7
17917,4/5/2019 0:00,15:00:00,0.876,9.283,19.7
17918,4/5/2019 0:00,15:15:00,0.877,9.284,19.8
17919,4/5/2019 0:00,15:30:00,0.875,9.282,19.9
17920,4/5/2019 0:00,15:45:00,0.874,9.281,20
17921,4/5/2019 0:00,16:00:00,0.88,9.287,20.1
17922,4/5/2019 0:00,16:15:00,0.876,9.283,20.2
17923,4/5/2019 0:00,16:30:00,0.882,9.289,20.3
17924,4/5/2019 0:00,16:45:00,0.878,9.285,20.4
17925,4/5/2019 0:00,17:00:00,0.882,9.289,20.4
17926,4/5/2019 0:00,17:15:00,0.88,9.287,20.4
17927,4/5/2019 0:00,17:30:00,0.882,9.289,20.4
17928,4/5/2019 0:00,17:45:00,0.881,9.288,20.4
17929,4/5/2019 0:00,18:00:00,0.879,9.286,20.4
17930,4/5/2019 0:00,18:15:00,0.875,9.282,20.2
17931,4/5/2019 0:00,18:30:00,0.875,9.282,19.9
17932,4/5/2019 0:00,18:45:00,0.874,9.281,19.7
17933,4/5/2019 0:00,19:00:00,0.872,9.279,19.5
17934,4/5/2019 0:00,19:15:00,0.868,9.275,19.2
17935,4/5/2019 0:00,19:30:00,0.866,9.273,19.1
17936,4/5/2019 0:00,19:45:00,0.869,9.276,18.9
17937,4/5/2019 0:00,20:00:00,0.866,9.273,18.8
17938,4/5/2019 0:00,20:15:00,0.864,9.271,18.5
17939,4/5/2019 0:00,20:30:00,0.863,9.27,18.4
17940,4/5/2019 0:00,20:45:00,0.862,9.269,18.3
17941,4/5/2019 0:00,21:00:00,0.861,9.268,18.2
17942,4/5/2019 0:00,21:15:00,0.865,9.272,18.4
17943,4/5/2019 0:00,21:30:00,0.866,9.273,18.4
17944,4/5/2019 0:00,21:45:00,0.864,9.271,18.4
17945,4/5/2019 0:00,22:00:00,0.864,9.271,18.4
17946,4/5/2019 0:00,22:15:00,0.864,9.271,18.4
17947,4/5/2019 0:00,22:30:00,0.858,9.265,18.1
17948,4/5/2019 0:00,22:45:00,0.855,9.262,17.5
17949,4/5/2019 0:00,23:00:00,0.85,9.257,17.1
17950,4/5/2019 0:00,23:15:00,0.852,9.259,17
17951,4/5/2019 0:00,23:30:00,0.852,9.259,16.9
17952,4/5/2019 0:00,23:45:00,0.851,9.258,16.9
17953,4/6/2019 0:00,0:00:00,0.851,9.258,16.8
17954,4/6/2019 0:00,0:15:00,0.849,9.256,16.8
17955,4/6/2019 0:00,0:30:00,0.85,9.257,16.6
17956,4/6/2019 0:00,0:45:00,0.852,9.259,16.8
17957,4/6/2019 0:00,1:00:00,0.853,9.26,16.9
17958,4/6/2019 0:00,1:15:00,0.854,9.261,16.9
17959,4/6/2019 0:00,1:30:00,0.853,9.26,16.9
17960,4/6/2019 0:00,1:45:00,0.852,9.259,16.9
17961,4/6/2019 0:00,2:00:00,0.854,9.261,16.8
17962,4/6/2019 0:00,2:15:00,0.851,9.258,16.7
17963,4/6/2019 0:00,2:30:00,0.853,9.26,16.6
17964,4/6/2019 0:00,2:45:00,0.848,9.255,16.5
17965,4/6/2019 0:00,3:00:00,0.851,9.258,16.4
17966,4/6/2019 0:00,3:15:00,0.851,9.258,16.3
